SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
RKFORGE, EQ, 16-Dec-2022,256.8,257.8,260.7,250.5,253.6,252.8,254.59,830728,2114.97,22886,381791,45.96
RMCL, BZ, 16-Dec-2022,1.9,1.95,1.95,1.85,1.95,1.9,1.93,32548,0.63,41, -, -
RMDRIP, SM, 16-Dec-2022,17.85,17.8,17.8,17.8,17.8,17.8,17.8,2000,0.36,1,2000,100
RML, EQ, 16-Dec-2022,398.9,399,409,397.75,397.85,399.75,403.34,28693,115.73,2376,15092,52.6
RNAVAL, BZ, 16-Dec-2022,2.55,2.6,2.6,2.5,2.55,2.5,2.54,536275,13.61,509, -, -
ROHLTD, EQ, 16-Dec-2022,274.5,274.6,277.7,271.2,274.9,274.75,274.64,25409,69.78,1984,13732,54.04
ROLEXRINGS, EQ, 16-Dec-2022,1846.6,1846.6,1855.95,1821.05,1830.6,1832.8,1838.24,12816,235.59,3072,5614,43.8
ROLLT, EQ, 16-Dec-2022,1.4,1.5,1.5,1.5,1.5,1.5,1.5,153066,2.3,88,153066,100
ROLTA, BZ, 16-Dec-2022,4.1,4.1,4.2,4.05,4.15,4.1,4.1,104022,4.26,176, -, -
ROML, BE, 16-Dec-2022,59.95,58.1,60.9,58.1,59.15,59.15,60.23,1585,0.95,23, -, -
ROSSARI, EQ, 16-Dec-2022,764.45,760.15,767.9,745.05,756.9,750.95,756.72,40614,307.33,5656,22115,54.45
ROSSELLIND, EQ, 16-Dec-2022,346,346,348.75,334,339.7,337.45,340.25,82037,279.13,3266,40273,49.09
ROTO, EQ, 16-Dec-2022,458.95,464.6,466.05,454,455.5,455.65,459.12,8677,39.84,686,5952,68.6
ROUTE, EQ, 16-Dec-2022,1293,1287.95,1305,1281.05,1295,1297.55,1294.15,66725,863.52,7813,28304,42.42
RPGLIFE, EQ, 16-Dec-2022,879.55,879.55,882.7,858.1,862.3,863.15,870.13,21529,187.33,3402,9472,44
RPOWER, EQ, 16-Dec-2022,15.9,15.9,16.2,15.65,15.85,15.75,15.89,21493992,3415.03,14172,10728361,49.91
RPPINFRA, EQ, 16-Dec-2022,40.45,40.45,40.6,39.55,39.75,39.95,40.04,47479,19.01,635,28977,61.03
RPPL, EQ, 16-Dec-2022,174.6,175.9,175.9,171.8,172.9,172.95,173.05,7483,12.95,191,5231,69.91
RPSGVENT, EQ, 16-Dec-2022,489.85,487,489.45,482,483.4,482.55,483.97,9761,47.24,659,5584,57.21
RSSOFTWARE, EQ, 16-Dec-2022,26.05,26.5,26.5,25.8,26.05,25.9,26.08,26311,6.86,290,15480,58.83
RSWM, EQ, 16-Dec-2022,354.95,223.65,223.65,211,215.9,215.45,216.35,358583,775.78,8100,189957,52.97
RSYSTEMS, EQ, 16-Dec-2022,269.35,266.7,270.3,264,266,265.4,266.71,33685,89.84,1224,21072,62.56
RTNINDIA, EQ, 16-Dec-2022,47.65,47.5,47.9,46.6,47.35,47.25,47.33,812658,384.59,3929,445011,54.76
RTNPOWER, EQ, 16-Dec-2022,4.2,4.2,4.25,4.1,4.15,4.15,4.16,9374753,389.52,5072,5382156,57.41
RUBYMILLS, EQ, 16-Dec-2022,207.85,208,210.95,205.1,206.2,207.25,206.82,8470,17.52,477,6578,77.66
RUCHINFRA, BE, 16-Dec-2022,10.55,10.45,10.75,10.05,10.4,10.1,10.24,479744,49.12,1041, -, -
RUCHIRA, EQ, 16-Dec-2022,127,127.05,127.7,123.5,124.45,124.05,125.01,90215,112.78,2786,60321,66.86
RUPA, EQ, 16-Dec-2022,300.4,300,301.6,295,295.9,295.5,297.23,77518,230.41,3209,41347,53.34
RUSHIL, EQ, 16-Dec-2022,459.15,458.9,466.95,448,453.9,451.7,453.51,96392,437.14,5204,51416,53.34
RUSTOMJEE, EQ, 16-Dec-2022,527.2,528.95,529.3,510.3,511,513.3,516.42,39355,203.24,3016,18605,47.27
RVHL, EQ, 16-Dec-2022,26.7,27.3,27.3,26.5,26.5,26.5,26.56,10465,2.78,54,7262,69.39
RVNL, EQ, 16-Dec-2022,72.8,71.8,73.2,69.5,70.15,70.15,70.64,7915636,5591.63,34669,3259170,41.17
S&SPOWER, EQ, 16-Dec-2022,22.9,22.9,23.7,22.2,23.15,23.15,23.17,610,0.14,20,400,65.57
SABAR, SM, 16-Dec-2022,15.1,15,15,15,15,15,15,10000,1.5,1,10000,100
SABTN, BE, 16-Dec-2022,2.3,2.4,2.4,2.4,2.4,2.4,2.4,53201,1.28,48, -, -
SADBHAV, BE, 16-Dec-2022,17.55,17.5,17.65,16.7,16.9,16.75,17.04,520665,88.7,1115, -, -
SADBHIN, EQ, 16-Dec-2022,6.35,6.3,6.45,6.2,6.3,6.25,6.3,247980,15.62,511,157480,63.51
SAFARI, EQ, 16-Dec-2022,1760.55,1760,1760,1702,1720,1719.8,1735.05,18820,326.54,4814,12410,65.94
SAGARDEEP, EQ, 16-Dec-2022,28.6,29,30,28.75,29.5,29.85,29.5,27229,8.03,342,18966,69.65
SAGCEM, EQ, 16-Dec-2022,258.5,254.2,259.85,247.35,252.5,249.85,252.73,160132,404.7,5087,99742,62.29
SAIL, EQ, 16-Dec-2022,83.55,83.4,83.55,82,82.7,82.6,82.68,11710485,9681.96,33258,3212145,27.43
SAKAR, EQ, 16-Dec-2022,226.25,228.95,230,223.8,230,226.25,228.14,12427,28.35,433,7635,61.44
SAKHTISUG, EQ, 16-Dec-2022,23.95,23.9,28.7,23.8,28.7,28.7,27.46,6449909,1771.36,12947,2815872,43.66
SAKSOFT, EQ, 16-Dec-2022,126.35,126,128.5,123,123.55,123.6,125.26,299259,374.85,5053,180738,60.4
SAKUMA, EQ, 16-Dec-2022,18,18,18.45,17.5,18.35,18.25,18.13,2277370,412.8,2576,1069844,46.98
SALASAR, EQ, 16-Dec-2022,49.2,49,51.9,48.7,50.15,50.2,50.8,4365709,2217.98,7938,2767381,63.39
SALONA, EQ, 16-Dec-2022,276.5,272.55,279.85,265.35,272,276.1,270.68,3431,9.29,206,1827,53.25
SALSTEEL, EQ, 16-Dec-2022,13.95,14.6,14.6,14.6,14.6,14.6,14.6,95224,13.9,197,95224,100
SALZERELEC, EQ, 16-Dec-2022,248.8,252.4,253,245.5,247.5,248.1,249.22,44100,109.91,1716,21801,49.44
SAMBHAAV, EQ, 16-Dec-2022,4.15,4.25,4.35,4.15,4.15,4.2,4.22,82457,3.48,151,56874,68.97
SANDESH, EQ, 16-Dec-2022,886.8,877.2,886.35,873.35,874.5,875.15,878.79,2105,18.5,215,1502,71.35
SANDHAR, EQ, 16-Dec-2022,228.95,230,230.45,226.85,228.3,227.65,228.03,12039,27.45,741,6513,54.1
SANGAMIND, EQ, 16-Dec-2022,256.55,255.6,259.45,255.6,257.9,257.7,257.49,8216,21.16,389,4683,57
SANGHIIND, EQ, 16-Dec-2022,69.95,69.7,72.05,67.1,71.5,70.45,70,1425533,997.83,3116,1069170,75
SANGHVIMOV, EQ, 16-Dec-2022,312.95,321.95,321.95,303.1,306.2,306.75,310.89,67934,211.2,2658,42265,62.21
SANGINITA, EQ, 16-Dec-2022,22.9,22.9,24.1,22.55,22.85,23,23.45,41085,9.63,327,26134,63.61
SANOFI, EQ, 16-Dec-2022,5775.15,5796,5796.35,5740,5796,5788.55,5780.78,16717,966.37,7501,11703,70.01
SANSERA, EQ, 16-Dec-2022,773.85,768.85,773.35,745,771.65,770.75,760.52,74130,563.77,8642,30316,40.9
SANWARIA, BZ, 16-Dec-2022,0.75,0.75,0.75,0.7,0.75,0.7,0.72,772849,5.6,419, -, -
SAPPHIRE, EQ, 16-Dec-2022,1397.5,1403,1419,1360.1,1370,1371.75,1387.63,304707,4228.22,13674,194751,63.91
SARDAEN, EQ, 16-Dec-2022,1022,1015.3,1035,1004.6,1032,1031.15,1024.65,22600,231.57,2379,13467,59.59
SAREGAMA, EQ, 16-Dec-2022,358.7,358.7,383.3,356.3,374,372.35,372.08,259910,967.07,14299,112579,43.31
SARLAPOLY, EQ, 16-Dec-2022,44.1,43.9,44.45,43.85,44.2,44,44.08,43707,19.26,493,27942,63.93
SARVESHWAR, EQ, 16-Dec-2022,89.85,88.5,91.25,82.2,83.4,83.25,86.55,65961,57.09,1308,42298,64.13
SASKEN, EQ, 16-Dec-2022,980.7,963.05,977.4,960,964.1,964.2,967.87,8821,85.38,1523,4655,52.77
SASTASUNDR, EQ, 16-Dec-2022,296.45,294.65,298.55,293.7,295,295.1,295.32,7823,23.1,442,5292,67.65
SATHAISPAT, BE, 16-Dec-2022,2.3,2.2,2.25,2.2,2.25,2.25,2.2,5419,0.12,7, -, -
SATIA, EQ, 16-Dec-2022,134.65,134.65,136.3,133.6,134,134.6,134.71,122426,164.93,2585,56356,46.03
SATIN, EQ, 16-Dec-2022,158,159.9,159.9,153.95,157.95,156.5,156.26,128183,200.29,3112,72296,56.4
SATINDLTD, EQ, 16-Dec-2022,68.55,69,69.7,67.45,68.6,68.35,68.44,700882,479.66,1279,223653,31.91
SBC, BE, 16-Dec-2022,15.7,15.25,16.25,15.05,16,15.85,15.79,850205,134.22,1619, -, -
SBCL, EQ, 16-Dec-2022,410,409.9,414.8,394.45,402,399.95,405.94,35444,143.88,3542,18467,52.1
SBICARD, EQ, 16-Dec-2022,798.65,797,797,784.6,793,790.85,790.97,1377355,10894.44,38320,781703,56.75
SBIETFCON, EQ, 16-Dec-2022,78.41,79.54,79.54,77.3,77.3,77.38,77.74,6647,5.17,120,5258,79.1
SBIETFIT, EQ, 16-Dec-2022,302.22,302.97,303,298,298.9,298.96,299.84,18201,54.57,501,13810,75.87
SBIETFPB, EQ, 16-Dec-2022,222.61,220.01,222.74,220.01,221.73,221.71,221.79,1778,3.94,63,1247,70.13
SBIETFQLTY, EQ, 16-Dec-2022,153.36,169.99,169.99,150.81,150.81,151.19,151.97,5900,8.97,137,4045,68.56
SBILIFE, EQ, 16-Dec-2022,1273.5,1263,1278.75,1250.6,1256.05,1254.15,1263.14,722024,9120.21,39469,408125,56.53
SBIN, EQ, 16-Dec-2022,615.95,612,615.6,602.1,604.35,603.35,607.83,9435071,57349.15,160875,3497337,37.07
SCAPDVR, EQ, 16-Dec-2022,12.65,12.65,12.65,12.05,12.05,12.15,12.19,354247,43.19,882,228459,64.49
SCHAEFFLER, EQ, 16-Dec-2022,2762.95,2742.95,2754.3,2700,2729.8,2727.7,2720.41,119184,3242.3,14539,69986,58.72
SCHAND, EQ, 16-Dec-2022,175.05,174.95,179.85,171.3,178,177.55,176.32,97368,171.68,3427,46005,47.25
SCHNEIDER, EQ, 16-Dec-2022,158.65,157.95,159.8,154.9,155.2,155.8,156.88,274718,430.97,6106,111769,40.68
SCI, EQ, 16-Dec-2022,131.95,131.75,132.45,128.4,128.7,129.05,129.97,1002652,1303.16,5039,615718,61.41
SCPL, EQ, 16-Dec-2022,625.8,625.25,630.25,604.1,616,614.4,618.57,11509,71.19,1822,6153,53.46
SDBL, EQ, 16-Dec-2022,127.05,126.35,131.7,123.6,129.55,129.15,127.55,507883,647.78,7101,230128,45.31
SDL24BEES, EQ, 16-Dec-2022,109.98,109.98,110.09,109.8,110.09,110.09,109.95,214,0.24,14,155,72.43
SDL26BEES, EQ, 16-Dec-2022,109.7,109.65,109.7,109.49,109.7,109.51,109.54,847,0.93,14,836,98.7
SEAMECLTD, EQ, 16-Dec-2022,989.2,999,1004.05,940,960.05,964.85,963.13,24124,232.35,2111,9411,39.01
SECL, SM, 16-Dec-2022,410,390,390,390,390,390,390,1250,4.88,1,1250,100
SECURCRED, EQ, 16-Dec-2022,115.7,116.95,122.5,114.15,120,119.95,119.1,302621,360.42,4921,147196,48.64
SECURKLOUD, EQ, 16-Dec-2022,65.3,65.8,69,64.5,66,67.05,66.24,86971,57.61,1408,56817,65.33
SEJALLTD, BE, 16-Dec-2022,260.65,255,266,255,263.95,263.6,263.37,3180,8.38,35, -, -
SELAN, EQ, 16-Dec-2022,243.2,243,245.85,233.7,235,235.15,237.64,48579,115.45,1751,26266,54.07
SEPC, EQ, 16-Dec-2022,12.55,12.3,12.75,11.55,11.95,11.85,12,3330955,399.77,3109,2086943,62.65
SEPOWER, EQ, 16-Dec-2022,17.55,17.8,17.8,17.45,17.45,17.55,17.57,10425,1.83,105,7628,73.17
SEQUENT, EQ, 16-Dec-2022,92.05,91.9,92.6,90.55,91.15,90.9,91.29,425090,388.08,6144,205218,48.28
SERVOTECH, EQ, 16-Dec-2022,164.25,166.95,167,159,159,159.8,161.47,12943,20.9,268,9120,70.46
SESHAPAPER, EQ, 16-Dec-2022,288.8,288,292,281.8,285.65,286.55,286.14,55516,158.85,2766,32634,58.78
SETCO, EQ, 16-Dec-2022,13.55,13.7,14,13.15,13.35,13.4,13.64,314372,42.87,939,202237,64.33
SETF10GILT, EQ, 16-Dec-2022,206.25,206.49,206.51,205.81,206.45,206.45,206.41,1299,2.68,16,812,62.51
SETFGOLD, EQ, 16-Dec-2022,47.41,47.41,47.75,47.27,47.7,47.55,47.47,369708,175.52,1218,298020,80.61
SETFNIF50, EQ, 16-Dec-2022,190.26,189.99,190.57,188.87,189,189.05,189.52,326640,619.04,2853,213668,65.41
SETFNIFBK, EQ, 16-Dec-2022,435.83,435.99,438.9,431.76,433,433.24,433.04,408977,1771.02,924,398430,97.42
SETFNN50, EQ, 16-Dec-2022,457.08,456.99,456.99,450,451.25,450.76,452.34,17918,81.05,775,15456,86.26
SETUINFRA, BE, 16-Dec-2022,1.75,1.8,1.8,1.75,1.8,1.8,1.79,232716,4.17,126, -, -
SFL, EQ, 16-Dec-2022,2592.55,2599.8,2615.65,2575.8,2600,2599.15,2598.51,15196,394.87,3313,9570,62.98
SGBAPR28I, GB, 16-Dec-2022,5030.38,5079,5079,5000,5045,5041.88,5047.7,118,5.96,43,99,83.9
SGBAUG24, GB, 16-Dec-2022,5279.37,5284,5311,5275,5282.01,5282.01,5284.47,37,1.96,10,27,72.97
SGBAUG27, GB, 16-Dec-2022,5025,5021,5050,5019,5049,5022.88,5021.4,342,17.17,15,306,89.47
SGBAUG28V, GB, 16-Dec-2022,5061.19,5062,5073.98,5041,5054,5057.13,5058.02,1171,59.23,151,1058,90.35
SGBAUG29V, GB, 16-Dec-2022,4985,4979.5,4998.98,4979.5,4986.07,4995.85,4988.15,275,13.72,25,214,77.82
SGBAUG30, GB, 16-Dec-2022,5159.37,5187,5187,5100,5121,5134.13,5127.01,181,9.28,63,159,87.85
SGBD29VIII, GB, 16-Dec-2022,4966,4966,4995,4954,4988,4987.31,4979.66,59,2.94,12,44,74.58
SGBDC27VII, GB, 16-Dec-2022,4994,4950,4950,4950,4950,4950,4950,2,0.1,1,2,100
SGBFEB24, GB, 16-Dec-2022,5301,5301.25,5350,5275,5275,5275,5279.48,320,16.89,24,261,81.56
SGBFEB28IX, GB, 16-Dec-2022,5020,4960.5,4960.5,4960.5,4960.5,4960.5,4960.5,2,0.1,1,2,100
SGBFEB29XI, GB, 16-Dec-2022,4970,4945.01,4990,4945,4990,4990,4972.42,80,3.98,27,71,88.75
SGBJAN26, GB, 16-Dec-2022,5350,5300,5305,5300,5305,5305,5302.5,10,0.53,2,5,50
SGBJAN29IX, GB, 16-Dec-2022,4993.7,4993.7,5015,4985.02,5015,5014.31,5005.26,404,20.22,53,385,95.3
SGBJAN29X, GB, 16-Dec-2022,4997.12,4996,5013.97,4990,5010.99,5010.99,5001.52,234,11.7,37,229,97.86
SGBJAN30IX, GB, 16-Dec-2022,4998.09,5000,5028.95,4980.02,5015,5013.56,4999.76,72,3.6,26,61,84.72
SGBJU29III, GB, 16-Dec-2022,4960.04,4999,4999,4932.1,4969.8,4966.99,4958.26,1115,55.28,52,681,61.08
SGBJUL25, GB, 16-Dec-2022,5299,5275,5325,5275,5275,5275,5318.95,1145,60.9,9,1010,88.21
SGBJUL28IV, GB, 16-Dec-2022,5019.33,5025,5033.99,4995,5033.5,5032.4,5021.82,874,43.89,64,586,67.05
SGBJUL29IV, GB, 16-Dec-2022,4992.25,4997,5025,4985.01,5002,5002,5013.44,778,39,148,772,99.23
SGBJUN27, GB, 16-Dec-2022,4975.01,5000,5000,4970,4970,4970,4971.28,40,1.99,4,40,100
SGBJUN28, GB, 16-Dec-2022,4955.32,4932,4980,4930,4980,4980,4969.11,1470,73.05,62,1364,92.79
SGBJUN29II, GB, 16-Dec-2022,4947.93,4950,4973.79,4940.02,4965,4965.08,4964.14,372,18.47,54,299,80.38
SGBJUN30, GB, 16-Dec-2022,5020.15,5011.2,5021,5011.01,5021,5020.03,5019.2,232,11.64,35,232,100
SGBMAR24, GB, 16-Dec-2022,5277.5,5226.5,5226.5,5210,5220.11,5220.11,5218.21,111,5.79,12,69,62.16
SGBMAR25, GB, 16-Dec-2022,5255,5225,5225,5210,5210,5210,5216,50,2.61,3,30,60
SGBMAR28X, GB, 16-Dec-2022,4956,4989,4989,4980,4980,4980,4980.75,12,0.6,4,12,100
SGBMAR30X, GB, 16-Dec-2022,4990.29,4951,4995,4951,4995,4995,4986.79,122,6.08,20,78,63.93
SGBMAY25, GB, 16-Dec-2022,5225,5200,5200,5200,5200,5200,5200,71,3.69,12,71,100
SGBMAY26, GB, 16-Dec-2022,5230,5160,5160.03,5160,5160,5160,5160,50,2.58,5,25,50
SGBMAY28, GB, 16-Dec-2022,4946.01,4930,4974.96,4930,4968,4968,4952.78,412,20.41,39,357,86.65
SGBMAY29I, GB, 16-Dec-2022,4955.71,4940.02,4982.75,4940.02,4965,4972.99,4963.69,1322,65.62,203,1000,75.64
SGBMR29XII, GB, 16-Dec-2022,4954,4954,4980,4954,4980,4975.03,4973.35,248,12.33,89,227,91.53
SGBN28VIII, GB, 16-Dec-2022,4969.46,4971,5011,4961.1,5000,5000,4989.69,190,9.48,41,135,71.05
SGBNOV23, GB, 16-Dec-2022,5339,5339,5339,5339,5339,5339,5339,1,0.05,1,1,100
SGBNOV24, GB, 16-Dec-2022,5186,5167,5230,5166,5201,5200.37,5199.57,110,5.72,16,90,81.82
SGBNOV258, GB, 16-Dec-2022,5250,5250,5250,5250,5250,5250,5250,2,0.11,1,2,100
SGBNOV26, GB, 16-Dec-2022,5051,5052,5052,5052,5052,5052,5052,3,0.15,3,3,100
SGBNV29VII, GB, 16-Dec-2022,4948.16,4960,4973,4940,4972.5,4963.32,4959.91,679,33.68,46,556,81.89
SGBOC28VII, GB, 16-Dec-2022,4960,4988,4988,4963.03,4987.88,4987.88,4983.98,133,6.63,16,106,79.7
SGBOCT25IV, GB, 16-Dec-2022,5255,5200,5200,5185,5185,5185,5192.5,18,0.93,2,9,50
SGBOCT26, GB, 16-Dec-2022,5150,5150,5150,5150,5150,5150,5150,5,0.26,2,5,100
SGBOCT27, GB, 16-Dec-2022,4977.58,5015,5015,4965.95,4999.74,4995.78,4974.09,333,16.56,10,315,94.59
SGBOCT27VI, GB, 16-Dec-2022,5029.93,5020,5030,5020,5030,5030,5020.91,11,0.55,2,11,100
SGBSEP24, GB, 16-Dec-2022,5252.16,5225,5225,5210,5210,5210,5217.5,44,2.3,4,22,50
SGBSEP27, GB, 16-Dec-2022,5050,5046,5046,5046,5046,5046,5046,3,0.15,1,3,100
SGBSEP28VI, GB, 16-Dec-2022,4987.77,4951.01,5005,4951,4990,4997.1,4986.23,796,39.69,115,477,59.92
SGBSEP29VI, GB, 16-Dec-2022,4957.1,4957.1,4991,4951,4985.8,4985.8,4966.94,208,10.33,63,181,87.02
SGIL, EQ, 16-Dec-2022,136.9,139.55,139.55,136.1,137.9,137.55,137.55,1504,2.07,77,1092,72.61
SGL, EQ, 16-Dec-2022,19.95,20,20.15,19.65,19.8,19.85,19.85,7843,1.56,76,5575,71.08
SHAHALLOYS, EQ, 16-Dec-2022,67.15,69.95,73.85,69.95,73.85,73.85,72.91,279971,204.12,2150,129496,46.25
SHAILY, EQ, 16-Dec-2022,1655.9,1626.1,1669.65,1601,1605,1605.5,1620.52,2179,35.31,482,937,43
SHAKTIPUMP, EQ, 16-Dec-2022,417.75,416,422.8,414,414,414.95,417.32,28988,120.97,2336,14951,51.58
SHALBY, EQ, 16-Dec-2022,147.75,146.95,147.6,140.4,141.45,142.8,145,209644,303.98,4928,144986,69.16
SHALPAINTS, EQ, 16-Dec-2022,149.8,150,150.1,145.5,145.55,145.75,146.76,30035,44.08,949,16607,55.29
SHANKARA, EQ, 16-Dec-2022,712.65,712.4,719,703.95,716.9,711.25,711.47,26798,190.66,1692,14079,52.54
SHANTI, EQ, 16-Dec-2022,23.1,23.65,24.35,22.05,22.4,22.55,23.16,143176,33.17,328,107639,75.18
SHANTIGEAR, EQ, 16-Dec-2022,379.4,380,381.05,367.85,373,373.35,372.84,83031,309.57,4621,31883,38.4
SHARDACROP, EQ, 16-Dec-2022,488.9,481,500,480,490,490.25,493.32,252439,1245.32,16278,65023,25.76
SHARDAMOTR, EQ, 16-Dec-2022,771.2,780,782.3,764.95,775,774.35,772.8,9696,74.93,1269,4785,49.35
SHAREINDIA, EQ, 16-Dec-2022,1320.15,1325,1325,1286.2,1305,1297.65,1299.89,60828,790.7,3023,12563,20.65
SHARIABEES, EQ, 16-Dec-2022,423.39,426.98,426.98,419.15,419.68,419.7,421.43,836,3.52,99,613,73.33
SHEMAROO, EQ, 16-Dec-2022,162.65,162.6,164.5,155.5,157.7,157.9,159.15,49762,79.19,1310,25290,50.82
SHIGAN, SM, 16-Dec-2022,82,85,85,85,85,85,85,9000,7.65,3,9000,100
SHILPAMED, EQ, 16-Dec-2022,283.9,282.8,285.6,281.1,284,282.4,282.77,69610,196.84,2607,32191,46.24
SHIVALIK, EQ, 16-Dec-2022,781.85,780,789.85,772.65,780,779.2,781.67,3964,30.99,489,2538,64.03
SHIVAMAUTO, EQ, 16-Dec-2022,29.25,29.6,29.6,28.8,29.35,29.25,29.25,43680,12.78,364,30097,68.9
SHIVAMILLS, EQ, 16-Dec-2022,101.45,100.95,103.25,100,100,100.55,101.32,10790,10.93,291,5509,51.06
SHIVATEX, EQ, 16-Dec-2022,132.9,135.55,141.7,131.8,137,135.55,136.05,27487,37.4,1640,9079,33.03
SHK, EQ, 16-Dec-2022,142.4,142.45,143.95,142,142.25,142.5,142.92,98527,140.82,3107,50146,50.9
SHOPERSTOP, EQ, 16-Dec-2022,695.6,692.05,695.6,680.15,686.8,684.95,687.02,18397,126.39,2522,9520,51.75
SHRADHA, EQ, 16-Dec-2022,63.25,66.3,66.3,63,63,64.1,65.12,2825,1.84,60,1754,62.09
SHREDIGCEM, EQ, 16-Dec-2022,72.6,72.1,72.85,70.5,71,71.25,71.65,209194,149.9,2382,93253,44.58
SHREECEM, EQ, 16-Dec-2022,24296.5,24200,24329.95,23633,23900.05,23725.8,23909.82,26791,6405.68,9789,9303,34.72
SHREEPUSHK, EQ, 16-Dec-2022,191.15,191.1,194.45,188.75,190,189.65,191.6,32785,62.82,1472,17953,54.76
SHREERAMA, EQ, 16-Dec-2022,13.85,13.45,13.95,13.35,13.4,13.5,13.61,22217,3.02,119,16615,74.79
SHRENIK, EQ, 16-Dec-2022,1.85,1.85,1.85,1.8,1.85,1.8,1.81,615370,11.16,455,452904,73.6
SHREYANIND, EQ, 16-Dec-2022,157.2,157.9,165,155.2,156,157.1,159.73,53073,84.77,1460,14389,27.11
SHREYAS, EQ, 16-Dec-2022,306.35,309.4,309.4,300,304,304,304.41,21269,64.74,1702,12590,59.19
SHRIPISTON, BE, 16-Dec-2022,1045.35,1095,1097.6,1056.1,1097.6,1097.6,1096.32,6888,75.51,317, -, -
SHRIRAMPPS, EQ, 16-Dec-2022,81.05,81.3,81.9,77.5,80.95,80.35,79.51,625241,497.12,5457,304028,48.63
SHUBHLAXMI, SM, 16-Dec-2022,45.45,45,45.35,44.65,45.35,45.35,45.07,6000,2.7,6,5000,83.33
SHYAMCENT, EQ, 16-Dec-2022,21.6,21.85,21.85,21.4,21.5,21.45,21.55,184307,39.72,1257,138446,75.12
SHYAMMETL, EQ, 16-Dec-2022,292.8,292.8,292.95,290.05,291.7,291.15,291.25,65798,191.64,1951,39007,59.28
SHYAMTEL, EQ, 16-Dec-2022,9.3,8.95,9.5,8.95,9.05,9.05,9.13,5476,0.5,26,3625,66.2
SICAL, EQ, 16-Dec-2022,7.4,8.1,8.1,8.1,8.1,8.1,8.1,28188,2.28,49,28188,100
SIEMENS, EQ, 16-Dec-2022,2966.5,2947.05,2954.6,2884.7,2904,2895.05,2914.67,435305,12687.7,34900,206189,47.37
SIGACHI, EQ, 16-Dec-2022,289.25,285.55,290.45,278,281.5,279.95,283.65,62029,175.94,3636,34291,55.28
SIGIND, EQ, 16-Dec-2022,39.8,39.7,39.8,39.15,39.3,39.35,39.43,5683,2.24,132,3579,62.98
SIGMA, SM, 16-Dec-2022,215,207.25,208.8,207.25,208.8,208.8,207.44,6000,12.45,2,6000,100
SIKKO, BE, 16-Dec-2022,112.3,112.3,112.3,108,111.35,111.05,110.73,14361,15.9,425, -, -
SIL, BE, 16-Dec-2022,31.85,32.9,33.4,31.9,33.4,33.4,33.2,575794,191.14,1614, -, -
SILGO, EQ, 16-Dec-2022,23.6,23.6,26.7,23.5,25.3,25.5,25.73,278356,71.61,936,144395,51.87
SILINV, EQ, 16-Dec-2022,320,310.2,368,310.2,348,347.4,343.63,6804,23.38,240,5701,83.79
SILLYMONKS, BE, 16-Dec-2022,31.5,31.95,31.95,30,31.5,30.55,30.36,14910,4.53,58, -, -
SILVER, EQ, 16-Dec-2022,67.94,67.52,68.38,67.11,67.38,67.31,67.55,105455,71.24,741,55849,52.96
SILVERBEES, EQ, 16-Dec-2022,65.57,65.68,65.75,64.77,64.95,64.91,65.34,1464378,956.8,4082,717187,48.98
SILVERTUC, EQ, 16-Dec-2022,326.8,327.95,330.85,326.05,326.05,326.15,327.4,2423,7.93,76,2062,85.1
SIMBHALS, EQ, 16-Dec-2022,23.3,23.7,27.95,23.3,27.95,27.95,27.05,789019,213.43,2352,431245,54.66
SIMPLEXINF, EQ, 16-Dec-2022,67.5,68.9,69.45,65.7,67.25,67.2,67.04,55274,37.05,676,34696,62.77
SINTERCOM, BE, 16-Dec-2022,105,105,105,104,104,104.05,104.29,1796,1.87,34, -, -
SINTEX, BE, 16-Dec-2022,6.45,6.15,6.15,6.15,6.15,6.15,6.15,177591,10.92,921, -, -
SIRCA, EQ, 16-Dec-2022,761.55,762,773.3,736.05,738.35,740.2,750.83,44278,332.45,2956,23176,52.34
SIS, EQ, 16-Dec-2022,389.5,389.5,391.2,385,388.35,387.7,388.62,57612,223.89,3998,42268,73.37
SITINET, EQ, 16-Dec-2022,2.25,2.15,2.25,2.05,2.05,2.05,2.09,13637704,285.1,3938,7659341,56.16
SIYSIL, EQ, 16-Dec-2022,563.6,563.2,563.3,550,552.6,553.4,555.61,86834,482.46,8657,38562,44.41
SJS, EQ, 16-Dec-2022,493.15,488.35,496.4,477.75,481.15,484.45,486.47,55284,268.94,4402,24766,44.8
SJVN, EQ, 16-Dec-2022,37.55,38.3,38.35,36.85,37.05,37.15,37.6,7160368,2692.39,16610,3346432,46.74
SKFINDIA, EQ, 16-Dec-2022,4747.75,4726,4771.35,4624.7,4635.2,4641.2,4675.78,28649,1339.57,7470,11225,39.18
SKIPPER, EQ, 16-Dec-2022,122.6,121,122.55,116,121,119.6,119.28,402840,480.49,4787,197502,49.03
SKMEGGPROD, EQ, 16-Dec-2022,134.55,134.5,140.7,131.15,135.05,135.6,137.18,101603,139.38,1842,53952,53.1
SKP, SM, 16-Dec-2022,205.75,206.95,220,201,206,210.1,208.59,76000,158.53,65,50000,65.79
